Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"BLAT","Antibiotic Resistance","CARD","562.36172","Escherichia coli strain B8110","fig|562.36172.peg.1669","D8Y35_12290",,"AAC75315.1","Escherichia coli str. K-12 substr. MG1655","arnA","UDP-4-amino-4-deoxy-L-arabinose formyltransferase (EC 2.1.2.13) / UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating) (EC 1.1.1.305)",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,"colistin",,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","1280982.3","Escherichia coli HVH 31 (4-2602156)","fig|1280982.3.peg.1696","G707_01634","VBIEscCol263854_1696",,,,"Multiple antibiotic resistance protein MarR",,"antibiotic resistance gene cluster, cassette, or operon","penams,carbapenems,cephamycins,cephalosporins,monobactams,tetracyclines,rifamycins,phenicol antibiotics,glycylcyclines,fluoroquinolones quinolones quinolines,triclosan","cefalothin;chloramphenicol;tigecycline;ampicillin;tetracycline;rifampin","7768850;8282690;8383113;9068629",,,,
"BLAT","Antibiotic Resistance","CARD","868202.3","Escherichia coli DEC14B","fig|868202.3.peg.1202","ECDEC14B_1100","VBIEscCol184417_1202","AFH35853.1","Escherichia coli","mdfA","Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum",,"efflux pump conferring antibiotic resistance",,"Benzalkonium chloride;daunomycin;rhodamine",,16,80,92,"1e-28"
"BLAT","Antibiotic Resistance","CARD","562.56875","Escherichia coli strain 856-14","fig|562.56875.peg.3338",,,"NP_312865.1","Escherichia coli O157:H7 str. Sakai","cpxR","Copper-sensing two-component system response regulator CpxR",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102076","Escherichia coli Map_133_002","fig|562.102076.peg.3286",,,,,"BcrC","Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27), conveys bacitracin resistance","Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27), conveys bacitracin resistance","antibiotic target protection protein","Peptide antibiotics","bacitracin","12486040;15778224;15946938",,,,
"BLAT","Antibiotic Resistance","CARD","562.102049","Escherichia coli Map_80_008","fig|562.102049.peg.1143",,,"AAA50993.1","Escherichia coli",,"Translation elongation factor Tu",,"antibiotic resistant gene variant or mutant,elfamycin resistance gene",,,,8,100,100,"4e-12"
"BLAT","Antibiotic Resistance","CARD","562.99848","Escherichia coli ed7cdf32-7bb8-11e9-a8d3-68b59976a384","fig|562.99848.peg.4526",,,"NP_417169.1","Escherichia coli str. K-12 substr. MG1655","emrR","Multidrug resistance regulator EmrR (MprA)",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"2e-97"
"K-mer Search","Antibiotic Resistance","PATRIC","562.47988","Escherichia coli strain LVSTRB116","fig|562.47988.peg.2625",,,,,"AcrEF-TolC ","Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE","Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines, Cephalosporins, Penams, Cephamycins","ciprofloxacin ","1720861",,,,
"BLAT","Antibiotic Resistance","CARD","562.31318","Escherichia coli strain VRES0550","fig|562.31318.peg.137","SAMEA3753158_02593",,"AAC76055.1","Escherichia coli str. K-12 substr. MG1655","parC","DNA topoisomerase IV subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene,gene involved in self resistance to antibiotic",,,,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100635","Escherichia coli 25435018-7bb9-11e9-a8d3-68b59976a384","fig|562.100635.peg.343",,,"NP_415222.1","Escherichia coli str. K-12 substr. MG1655","kdpE","DNA-binding response regulator KdpE",,"aminoglycoside resistance gene",,"kanamycin A",,99,99,99,"1e-124"
"BLAT","Antibiotic Resistance","CARD","562.99948","Escherichia coli 630641da-7bb9-11e9-a8d3-68b59976a384","fig|562.99948.peg.213",,,"CDJ72593","Escherichia coli str. K-12 substr. MC4100","GlpT","Glycerol-3-phosphate transporter",,"antibiotic resistant gene variant or mutant,fosfomycin resistance gene",,,,57,100,99,"1e-152"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102281","Escherichia coli Col931","fig|562.102281.peg.3313","K9T68_20905",,,,"GdpD","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)","Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)","protein altering cell wall charge conferring antibiotic resistance","Peptide antibiotics","daptomycin","21899450",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99789","Escherichia coli d4642e7e-7bb8-11e9-a8d3-68b59976a384","fig|562.99789.peg.4570",,,,,"EF-Tu","Translation elongation factor Tu","Translation elongation factor Tu","antibiotic target in susceptible species","Elfamycins","kirromycin;enacyloxin IIa;pulvomycin","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102313","Escherichia coli JNE180342","fig|562.102313.peg.3570",,,,,"MarA","Multiple antibiotic resistance protein MarA","Multiple antibiotic resistance protein MarA","antibiotic resistance gene cluster,cassette,or operon","Penems, Penams, Carbapenems, Cephamycins, Cephalosporins, Monobactams, Tetracyclines, Rifamycins, Phenicol antibiotics, Glycylcyclines, Fluoroquinolones Quinolones Quinolines, Triclosan","cefalothin;chloramphenicol;tigecycline;ampicillin;tetracycline;rifampin","8383113;9068629",,,,
"BLAT","Antibiotic Resistance","CARD","562.102021","Escherichia coli Map_26_012","fig|562.102021.peg.1347",,,"NP_415434.1","Escherichia coli str. K-12 substr. MG1655","msbA","Lipid A export permease/ATP-binding protein MsbA",,"efflux pump conferring antibiotic resistance",,"ciprofloxacin;metronidazole",,44,100,98,"1e-140"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99784","Escherichia coli d3732fa6-7bb8-11e9-a8d3-68b59976a384","fig|562.99784.peg.366",,,,,"EmrKY-TolC","Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)","Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)","efflux pump conferring antibiotic resistance","Tetracyclines�","tetracycline","20128927;12501312",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102038","Escherichia coli Map_91_019","fig|562.102038.peg.2515",,,,,"AcrAD-TolC","Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)","Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)","efflux pump conferring antibiotic resistance","Aminoglycosides","amikacin;gentamicin C;tobramycin ","10692383",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102060","Escherichia coli Map_68_012","fig|562.102060.peg.2351",,,,,"TolC/OpmH","Outer membrane channel TolC (OpmH)","Outer membrane channel TolC (OpmH)","efflux pump conferring antibiotic resistance","Penams, Cephamycins, Cephalosporins, Monobactams, Tetracyclines, Rifamycins, Phenicol antibiotics, Aminocoumarin antibiotics, Glycylcyclines, Fluoroquinolones Quinolones Quinolines, Triclosan, Macrolides, Glycylcyclines",,"6219270",,,,
"BLAT","Antibiotic Resistance","CARD","562.99891","Escherichia coli b30c87fc-7bb9-11e9-a8d3-68b59976a384","fig|562.99891.peg.2104",,,"NP_312864.1","Escherichia coli O157:H7 str. Sakai","cpxA","Copper sensory histidine kinase CpxA",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,99,"1e-264"
"K-mer Search","Antibiotic Resistance","PATRIC","562.21107","Escherichia coli strain MOD1-EC6828","fig|562.21107.peg.3879",,,,,,"Translation elongation factor Tu",,"antibiotic target in susceptible species","elfamycins","kirromycin;enacyloxin iia;pulvomycin","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102179","Escherichia coli IBD_EPEC56","fig|562.102179.peg.2304","E4494_20485",,,,"EF-Tu","Translation elongation factor Tu","Translation elongation factor Tu","antibiotic target in susceptible species","Elfamycins","kirromycin;enacyloxin IIa;pulvomycin","364475;9678602",,,,
"BLAT","Antibiotic Resistance","CARD","562.102159","Escherichia coli YZ21HCE5","fig|562.102159.peg.1389","MRY66_06710",,"AAC74149.2","Escherichia coli str. K-12 substr. MG1655","mdtH","Multidrug resistance protein MdtH",,"efflux pump conferring antibiotic resistance",,,,100,100,100,"1e-233"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99938","Escherichia coli 6bbfa370-7bb9-11e9-a8d3-68b59976a384","fig|562.99938.peg.4346",,,,,"MacB","Macrolide export ATP-binding/permease protein MacB","Macrolide export ATP-binding/permease protein MacB","efflux pump conferring antibiotic resistance","Macrolides","erythromycin","11544226",,,,
"BLAT","Antibiotic Resistance","CARD","562.102186","Escherichia coli CNTRL_EPEC48","fig|562.102186.peg.1690","E4496_02615",,"AAC75138.1","Escherichia coli str. K-12 substr. MG1655","mdtD","Uncharacterized transporter MdtD of major facilitator superfamily (MFS)",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"1e-267"
"BLAT","Antibiotic Resistance","CARD","562.102005","Escherichia coli Map_61_009","fig|562.102005.peg.1499",,,"AAC75291.1","Escherichia coli str. K-12 substr. MG1655","gyrA","DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,96,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.102286","Escherichia coli Col654","fig|562.102286.peg.471","K9T58_09675",,"AAC77293.1","Escherichia coli str. K-12 substr. MG1655","mdtM","Multidrug efflux pump MdtM (of MFS type)",,"efflux pump conferring antibiotic resistance",,,,99,99,98,"1e-230"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102159","Escherichia coli YZ21HCE5","fig|562.102159.peg.2511","MRY66_12110",,,,"gyrB","DNA gyrase subunit B (EC 5.99.1.3)","DNA gyrase subunit B (EC 5.99.1.3)","antibiotic target in susceptible species","Fluoroquinolones Quinolones Quinolines, Aminocoumarin antibiotics","clofazimine;gatifloxacin;ciprofloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;novobiocin;coumermycin A1;clorobiocin;coumermycin;trovafloxacin","21693461;22279180;9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.7281","Escherichia coli strain BIDMC103","fig|562.7281.peg.3593","SK80_03493",,"YP_489201.1","Escherichia coli str. K-12 substr. W3110",,"Outer membrane porin OmpF",,"antibiotic resistant gene variant or mutant;beta-lactam resistance gene;gene modulating permeability to antibiotic",,,,100,100,99,"1e-214"
"BLAT","Antibiotic Resistance","CARD","562.102003","Escherichia coli CHE518_005","fig|562.102003.peg.2917",,,"BAE78083.1","Escherichia coli str. K-12 substr. W3110","mdtO","Membrane fusion component MdtO of tripartite multidrug resistance system",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.46726","Escherichia coli strain 123","fig|562.46726.peg.5394","C9E52_26690",,,,"SugE","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds","efflux pump conferring antibiotic resistance","Quaternary ammonium compounds","cetylpyridinium;cetyldimethylethyl ammonium;cetrimide","11948170",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102326","Escherichia coli A140462","fig|562.102326.peg.2524",,,,,"Ddl","D-alanine--D-alanine ligase (EC 6.3.2.4)","D-alanine--D-alanine ligase (EC 6.3.2.4)","antibiotic target in susceptible species","Cycloserine","D-cycloserine","24303782;24033232",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102048","Escherichia coli Map_82_007","fig|562.102048.peg.654",,,,,"MdtEF-TolC","Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)","Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines, Macrolides, Penams","oxacillin;cloxacillin;erythromycin;norfloxacin �","11914367",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","1322345.3","Escherichia coli ATCC 25922","fig|1322345.3.peg.2350","K758_11588","VBIEscCol297199_2350",,,,"PhoP/PhoQ regulator MgrB",,"gene conferring resistance via absence","polymixins","colistin;colistin a;colistin b;polymyxin","25190723",,,,
"BLAT","Antibiotic Resistance","CARD","562.99766","Escherichia coli 8785d7ec-7bb8-11e9-a8d3-68b59976a384","fig|562.99766.peg.1931",,,"NP_415222.1","Escherichia coli str. K-12 substr. MG1655","kdpE","DNA-binding response regulator KdpE",,"aminoglycoside resistance gene",,"kanamycin A",,99,99,99,"1e-124"
"BLAT","Antibiotic Resistance","CARD","562.102037","Escherichia coli Map_93_014","fig|562.102037.peg.3506",,,"YP_491362.1","Escherichia coli str. K-12 substr. W3110","folP","Dihydropteroate synthase (EC 2.5.1.15)",,"antibiotic resistant gene variant or mutant,sulfonamide resistance gene",,,,100,100,100,"1e-158"
"BLAT","Antibiotic Resistance","CARD","562.102070","Escherichia coli Map_168_003","fig|562.102070.peg.3675",,,"AAC75138.1","Escherichia coli str. K-12 substr. MG1655","mdtD","Uncharacterized transporter MdtD of major facilitator superfamily (MFS)",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"1e-267"
"BLAT","Antibiotic Resistance","CARD","562.30771","Escherichia coli strain A20","fig|562.30771.peg.1930",,,"YP_491919.1","Escherichia coli str. K-12 substr. W3110","gadX","Transcriptional regulator GadX, AraC family",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,100,"1e-155"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102198","Escherichia coli DIAR_EPEC35","fig|562.102198.peg.3551","E4491_06600",,,,"EmrAB-TolC","Multidrug resistance regulator EmrR (MprA)","Multidrug resistance regulator EmrR (MprA)","regulator modulating expression of antibiotic resistance genes","Fluoroquinolones Quinolones Quinolines","nalidixic acid","7730261",,,,
"BLAT","Antibiotic Resistance","CARD","562.53976","Escherichia coli strain H43ii","fig|562.53976.peg.2814","GJV29_02125",,"BAE78082.1","Escherichia coli str. K-12 substr. W3110","mdtP","Multidrug resistance outer membrane protein MdtP",,"efflux pump conferring antibiotic resistance",,,,100,100,98,"1e-272"
"BLAT","Antibiotic Resistance","CARD","562.102299","Escherichia coli Col1123","fig|562.102299.peg.3983","K9T94_15465",,"CDO13981.1","Klebsiella pneumoniae","PhoP","Transcriptional regulatory protein PhoP",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene altering cell wall charge conferring antibiotic resistance,gene modulating antibiotic efflux,polymyxin resistance gene",,,,100,100,92,"1e-115"
"BLAT","Antibiotic Resistance","CARD","562.65597","Escherichia coli strain AMC_602","fig|562.65597.peg.3679",,,"AAC75135.2","Escherichia coli str. K-12 substr. MG1655","mdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"efflux pump conferring antibiotic resistance",,"novobiocin",,100,91,100,"1e-233"
"BLAT","Antibiotic Resistance","CARD","562.100023","Escherichia coli ef72b1ae-7bb8-11e9-a8d3-68b59976a384","fig|562.100023.peg.2439",,,"BAE77595.1","Escherichia coli str. K-12 substr. W3110","gyrB","DNA gyrase subunit B (EC 5.99.1.3)",,"aminocoumarin resistance gene,antibiotic resistant gene variant or mutant",,,,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.100648","Escherichia coli 935b4584-7bb8-11e9-a8d3-68b59976a384","fig|562.100648.peg.1571",,,,,"EmrAB-TolC","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines","nalidixic acid","1409590",,,,
"BLAT","Antibiotic Resistance","CARD","562.102147","Escherichia coli YZ21HCE8","fig|562.102147.peg.2438","MRY22_11815",,"CDJ73208","Escherichia coli str. K-12 substr. MC4100","UhpT","Hexose phosphate transport protein UhpT",,"antibiotic resistant gene variant or mutant,fosfomycin resistance gene",,,,100,100,100,"1e-270"
"BLAT","Antibiotic Resistance","CARD","562.101959","Escherichia coli EV36 mutant 1a","fig|562.101959.peg.203","L0S95_00970",,"BAE77781.1","Escherichia coli str. K-12 substr. W3110","mdtE","Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE",,"antibiotic resistance gene cluster, cassette, or operon,efflux pump conferring antibiotic resistance",,"erythromycin;cloxacillin;oxacillin;norfloxacin",,100,100,99,"1e-214"
"K-mer Search","Antibiotic Resistance","PATRIC","562.100616","Escherichia coli c683339a-7bb8-11e9-a8d3-68b59976a384","fig|562.100616.peg.3014",,,,,"rho","Transcription termination factor Rho","Transcription termination factor Rho","antibiotic target in susceptible species","Bicyclomycins","bicyclomycin","8466900",,,,
"BLAT","Antibiotic Resistance","CARD","562.50466","Escherichia coli strain AS003696","fig|562.50466.peg.2134","FCG50_015365",,"NP_312865.1","Escherichia coli O157:H7 str. Sakai","cpxR","Copper-sensing two-component system response regulator CpxR",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,99,"1e-128"
"K-mer Search","Antibiotic Resistance","PATRIC","562.100611","Escherichia coli 998ba19c-7bb8-11e9-a8d3-68b59976a384","fig|562.100611.peg.2232",,,,,"Iso-tRNA","Isoleucyl-tRNA synthetase (EC 6.1.1.5)","Isoleucyl-tRNA synthetase (EC 6.1.1.5)","antibiotic target in susceptible species","Mupirocin","mupirocin (pseudomonic acid)","7929087",,,,
"BLAT","Antibiotic Resistance","CARD","562.100655","Escherichia coli 9390eaea-7bb8-11e9-a8d3-68b59976a384","fig|562.100655.peg.1067",,,"ABG77965.1","Enterobacter cloacae","acrA","Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA",,"efflux pump conferring antibiotic resistance",,,,100,100,86,"1e-194"
